security_code,issuer_name,security_id,security_name,status,group,face_value,isin_number,industry,sector_name,group_name,sub_group_name
522001,cranex ltd.,cranex,cranex ltd.,Active,X,10,ine608b01010,capital goods,industrials,agricultural commercial & construction vehicles,construction vehicles
522004,batliboi ltd,batliboi,batliboi ltd.,Active,X,5,ine177c01022,capital goods,industrials,industrial manufacturing,industrial equipments
522005,austin engineering co. ltd.,austeng,austin engineering co.ltd.,Active,X,10,ine759f01012,capital goods,industrials,industrial manufacturing,industrial machinery
522014,united drilling tools ltd.,unidt,united drilling tools ltd.,Active,B,10,ine961d01019,capital goods,industrials,industrial manufacturing,industrial equipments
522017,fluidomat ltd.,fluidom,fluidomat ltd.,Active,X,10,ine459c01016,capital goods,industrials,industrial manufacturing,industrial equipments
522027,ema india ltd.,emaindia,ema india ltd.,Active,X,10,ine279d01016,capital goods,industrials,industrial manufacturing,industrial machinery
522029,windsor machines limited,windmachin,windsor machines ltd.,Active,B,2,ine052a01021,capital goods,industrials,industrial manufacturing,industrial machinery
522034,shanthi gears ltd.,shantigear,shanthi gears ltd.,Active,B,1,ine631a01022,capital goods,industrials,industrial manufacturing,industrial equipments
522036,miven machine tools ltd.,mivenmach,miven machine tools ltd.,Active,XT,10,ine338p01014,capital goods,industrials,industrial manufacturing,industrial equipments
522064,honda india power products limited,hondapower,honda india power products ltd,Active,B,10,ine634a01018,capital goods,industrials,industrial manufacturing,industrial equipments
522073,the hi-tech gears limited,hitechgear,the hi-tech gears ltd,Active,B,10,ine127b01011,automobile and auto components,consumer discretionary,auto components,auto components & equipments
522074,elgi equipments ltd.,elgiequip,elgi equipments ltd.,Active,A,1,ine285a01027,capital goods,industrials,industrial products,compressors & pumps
522091,united van der horst ltd.,uvdrhor,united van der horst ltd.,Active,X,10,ine890g01013,capital goods,industrials,electrical equipment,heavy electrical equipment
522101,kilburn engineering ltd,klbreng-b,kilburn engineering ltd.,Active,X,10,ine338f01015,capital goods,industrials,industrial manufacturing,industrial machinery
522105,birla precision technologies ltd,birlaprec,birla precision technologies ltd.,Active,XT,2,ine372e01025,capital goods,industrials,industrial manufacturing,industrial machinery
522108,yuken india ltd.,yuken,yuken india ltd.,Active,B,10,ine384c01016,capital goods,industrials,industrial products,compressors & pumps
522113,timken india ltd,timken,timken india ltd.,Active,A,10,ine325a01013,capital goods,industrials,industrial products,bearings
522122,voith paper fabrics india ltd,voithpapr,voith paper fabrics india ltd.,Active,X,10,ine285c01015,textiles,consumer discretionary,textiles & apparels,other textile products
522134,artson engineering ltd,artsonen,artson engineering ltd.,Active,X,1,ine133d01023,capital goods,industrials,industrial manufacturing,industrial machinery
522152,solitaire machine tools ltd,solimac,solitaire machine tools ltd.,Active,X,10,ine410a01013,capital goods,industrials,industrial manufacturing,industrial machinery
522165,indsil hydro power and manganese limited,indsilhyd,indsil hydro power and manganese ltd.,Active,X,10,ine867d01018,metals & mining,commodities,ferrous metals,ferro & silica manganese
522171,tmt (india) ltd.,tmtind-b1,tmt (india) ltd.,Active,XT,10,ine182e01010,capital goods,industrials,industrial manufacturing,industrial machinery
522183,itl industries ltd.,itl,itl industries ltd.,Active,X,10,ine478d01014,capital goods,industrials,industrial manufacturing,industrial machinery
522195,frontier springs ltd.,frontsp,frontier springs ltd.,Active,X,10,ine572d01014,automobile and auto components,consumer discretionary,auto components,auto components & equipments
522205,praj industries ltd.,prajind,praj industries ltd.,Active,A,2,ine074a01025,capital goods,industrials,industrial manufacturing,engineering & construction products
522207,rasandik engg. industries india ltd,rasandik,rasandik engineering industries india ltd.,Active,X,10,ine682d01011,automobile and auto components,consumer discretionary,auto components,auto components & equipments
522209,yogi sung-won (india) ltd.,yogisung,yogi sung-won (india) ltd.,Active,X,10,ine429b01011,financial services,financial services,finance,other financial services
522215,hle glascoat limited,hleglas,hle glascoat ltd,Active,A,10,ine461d01010,capital goods,industrials,industrial manufacturing,industrial equipments
522217,gujarat apollo industries ltd.,gujapollo,gujarat apollo industries ltd.,Active,B,10,ine826c01016,capital goods,industrials,industrial manufacturing,engineering & construction products
522229,taneja aerospace & aviation ltd.,tanaa,taneja aerospace & aviation ltd.,Active,X,5,ine692c01020,capital goods,industrials,aerospace & defense,aerospace & defense
522231,conart engineers ltd.,conart,conart engineers ltd.,Active,X,10,ine714d01012,construction,industrials,construction,civil construction
522237,shivagrico implements ltd.,shivagr,shivagrico implements ltd.,Active,XT,10,ine092h01014,capital goods,industrials,industrial manufacturing,industrial machinery
522241,m.m.forgings ltd.,mmfl,m.m.forgings ltd.,Active,B,10,ine227c01017,capital goods,industrials,industrial products,castings & forgings
522245,iykot hitech toolroom ltd,iykothite,iykot hitech toolroom ltd.,Active,Z,5,ine079l01013,capital goods,industrials,industrial manufacturing,industrial equipments
522249,mayur uniquoters ltd.,mayuruniq,mayur uniquoters ltd.,Active,A,5,ine040d01038,consumer durables,consumer discretionary,consumer durables,leather and leather products
522251,cenlub industries ltd.,cenlub,cenlub industries ltd.,Active,X,10,ine627f01011,capital goods,industrials,industrial manufacturing,industrial machinery
522257,rajoo engineers ltd.,rajooeng,rajoo engineers ltd.,Active,X,1,ine535f01024,capital goods,industrials,industrial manufacturing,industrial machinery
522263,jmc projects (india) ltd.,jmcproject,jmc projects (india) ltd.,Active,B,2,ine890a01024,construction,industrials,construction,civil construction
522267,veejay lakshmi engineering works lt,vjlaxmie,veejay lakshmi engineering works ltd.,Active,X,10,ine466d01019,capital goods,industrials,industrial manufacturing,industrial machinery
522273,ahmedabad steelcraft ltd.,ahmdste,ahmedabad steelcraft ltd.,Active,X,10,ine868c01018,capital goods,industrials,industrial products,iron & steel products
522275,ge t&d india limited,get&d,ge t&d india ltd,Active,A,2,ine200a01026,capital goods,industrials,electrical equipment,heavy electrical equipment
522281,ram ratna wires ltd.,ramrat,ram ratna wires ltd.,Active,X,5,ine207e01023,capital goods,industrials,electrical equipment,other electrical equipment
522285,jayaswal neco industries ltd,jaynecoind,jayaswal neco industries ltd.,Active,B,10,ine854b01010,capital goods,industrials,industrial products,iron & steel products
522287,kalpataru power transmission ltd.,kalpatpowr,kalpataru power transmission ltd.,Active,A,2,ine220b01022,construction,industrials,construction,engineering designing & construction
522289,nms resources global limited,nmsresrc,nms resources global ltd,Active,XT,10,ine169f01014,services,services,commercial services & supplies,trading & distributors
522292,candour techtex limited,candour,candour techtex ltd,Active,X,10,ine713d01055,capital goods,industrials,industrial products,plastic products - industrial
